Arquivo;Classe Real;Classe Prevista;Score SVM;Distância Absoluta do Hiperplano;Probabilidade Fake (%);Confiança (%);Resultado
2895.txt;Fake;Fake;1.165269;1.165269;76.23;76.23;Acerto
2896.txt;Fake;Fake;1.004257;1.004257;73.19;73.19;Acerto
2897.txt;Fake;Fake;1.005129;1.005129;73.21;73.21;Acerto
2898.txt;Fake;Fake;1.477332;1.477332;81.42;81.42;Acerto
2899.txt;Fake;Verdadeira;-0.270211;0.270211;43.29;56.71;Erro
2900.txt;Fake;Fake;1.144951;1.144951;75.86;75.86;Acerto
2901.txt;Fake;Fake;1.272509;1.272509;78.12;78.12;Acerto
2902.txt;Fake;Fake;1.117829;1.117829;75.36;75.36;Acerto
2903.txt;Fake;Fake;0.357896;0.357896;58.85;58.85;Acerto
2904.txt;Fake;Fake;0.540853;0.540853;63.2;63.2;Acerto
2905.txt;Fake;Fake;1.44291;1.44291;80.89;80.89;Acerto
2906.txt;Fake;Fake;1.676413;1.676413;84.24;84.24;Acerto
2907.txt;Fake;Fake;1.016523;1.016523;73.43;73.43;Acerto
2908.txt;Fake;Fake;0.907482;0.907482;71.25;71.25;Acerto
2909.txt;Fake;Fake;1.961537;1.961537;87.67;87.67;Acerto
2910.txt;Fake;Fake;1.796441;1.796441;85.77;85.77;Acerto
2911.txt;Fake;Fake;1.141201;1.141201;75.79;75.79;Acerto
2912.txt;Fake;Fake;0.257654;0.257654;56.41;56.41;Acerto
2913.txt;Fake;Fake;1.881938;1.881938;86.78;86.78;Acerto
2914.txt;Fake;Fake;1.329237;1.329237;79.07;79.07;Acerto
2915.txt;Fake;Fake;1.582021;1.582021;82.95;82.95;Acerto
2916.txt;Fake;Fake;1.428613;1.428613;80.67;80.67;Acerto
2917.txt;Fake;Fake;1.03106;1.03106;73.71;73.71;Acerto
2918.txt;Fake;Fake;1.268448;1.268448;78.05;78.05;Acerto
2919.txt;Fake;Fake;1.855308;1.855308;86.47;86.47;Acerto
2920.txt;Fake;Fake;2.125164;2.125164;89.33;89.33;Acerto
2921.txt;Fake;Fake;1.04835;1.04835;74.05;74.05;Acerto
2922.txt;Fake;Fake;1.272141;1.272141;78.11;78.11;Acerto
2923.txt;Fake;Fake;1.138496;1.138496;75.74;75.74;Acerto
2924.txt;Fake;Fake;1.563907;1.563907;82.69;82.69;Acerto
2925.txt;Fake;Fake;1.323593;1.323593;78.98;78.98;Acerto
2926.txt;Fake;Fake;1.640478;1.640478;83.76;83.76;Acerto
2927.txt;Fake;Fake;1.386663;1.386663;80.01;80.01;Acerto
2928.txt;Fake;Fake;2.02895;2.02895;88.38;88.38;Acerto
2929.txt;Fake;Fake;1.702514;1.702514;84.59;84.59;Acerto
2930.txt;Fake;Fake;1.430595;1.430595;80.7;80.7;Acerto
2931.txt;Fake;Fake;1.640541;1.640541;83.76;83.76;Acerto
2932.txt;Fake;Fake;1.438059;1.438059;80.82;80.82;Acerto
2933.txt;Fake;Fake;0.925628;0.925628;71.62;71.62;Acerto
2934.txt;Fake;Fake;1.628649;1.628649;83.6;83.6;Acerto
2935.txt;Fake;Fake;1.086559;1.086559;74.77;74.77;Acerto
2936.txt;Fake;Fake;1.583854;1.583854;82.97;82.97;Acerto
2937.txt;Fake;Fake;1.889561;1.889561;86.87;86.87;Acerto
2938.txt;Fake;Fake;0.987281;0.987281;72.86;72.86;Acerto
2939.txt;Fake;Fake;1.658231;1.658231;84.0;84.0;Acerto
2940.txt;Fake;Fake;1.380727;1.380727;79.91;79.91;Acerto
2941.txt;Fake;Fake;0.962744;0.962744;72.37;72.37;Acerto
2942.txt;Fake;Fake;1.162015;1.162015;76.17;76.17;Acerto
2943.txt;Fake;Fake;1.084305;1.084305;74.73;74.73;Acerto
2944.txt;Fake;Fake;1.132932;1.132932;75.64;75.64;Acerto
2945.txt;Fake;Fake;1.640803;1.640803;83.76;83.76;Acerto
2946.txt;Fake;Fake;1.097654;1.097654;74.98;74.98;Acerto
2947.txt;Fake;Fake;1.181898;1.181898;76.53;76.53;Acerto
2948.txt;Fake;Fake;2.170163;2.170163;89.75;89.75;Acerto
2949.txt;Fake;Fake;1.436289;1.436289;80.79;80.79;Acerto
2950.txt;Fake;Fake;1.217636;1.217636;77.16;77.16;Acerto
2951.txt;Fake;Fake;1.378689;1.378689;79.88;79.88;Acerto
2952.txt;Fake;Fake;0.889768;0.889768;70.88;70.88;Acerto
2953.txt;Fake;Fake;1.03907;1.03907;73.87;73.87;Acerto
2954.txt;Fake;Fake;2.016002;2.016002;88.25;88.25;Acerto
2955.txt;Fake;Fake;1.943822;1.943822;87.48;87.48;Acerto
2956.txt;Fake;Fake;1.192538;1.192538;76.72;76.72;Acerto
2957.txt;Fake;Fake;1.876692;1.876692;86.72;86.72;Acerto
2958.txt;Fake;Fake;1.662256;1.662256;84.05;84.05;Acerto
2959.txt;Fake;Fake;1.389369;1.389369;80.05;80.05;Acerto
2960.txt;Fake;Fake;1.783192;1.783192;85.61;85.61;Acerto
2961.txt;Fake;Fake;1.633417;1.633417;83.66;83.66;Acerto
2962.txt;Fake;Fake;0.931909;0.931909;71.75;71.75;Acerto
2963.txt;Fake;Fake;0.661463;0.661463;65.96;65.96;Acerto
2964.txt;Fake;Fake;0.595849;0.595849;64.47;64.47;Acerto
2965.txt;Fake;Fake;0.424689;0.424689;60.46;60.46;Acerto
2966.txt;Fake;Fake;1.200346;1.200346;76.86;76.86;Acerto
2967.txt;Fake;Fake;1.016616;1.016616;73.43;73.43;Acerto
2968.txt;Fake;Fake;0.982122;0.982122;72.75;72.75;Acerto
2969.txt;Fake;Fake;1.305695;1.305695;78.68;78.68;Acerto
2970.txt;Fake;Fake;0.777804;0.777804;68.52;68.52;Acerto
2971.txt;Fake;Fake;0.780425;0.780425;68.58;68.58;Acerto
2972.txt;Fake;Fake;0.980439;0.980439;72.72;72.72;Acerto
2973.txt;Fake;Fake;0.347088;0.347088;58.59;58.59;Acerto
2974.txt;Fake;Fake;0.347882;0.347882;58.61;58.61;Acerto
2975.txt;Fake;Fake;0.660863;0.660863;65.95;65.95;Acerto
2976.txt;Fake;Fake;1.210907;1.210907;77.05;77.05;Acerto
2977.txt;Fake;Fake;1.103479;1.103479;75.09;75.09;Acerto
2978.txt;Fake;Fake;0.408793;0.408793;60.08;60.08;Acerto
2979.txt;Fake;Fake;1.399925;1.399925;80.22;80.22;Acerto
2980.txt;Fake;Fake;0.232247;0.232247;55.78;55.78;Acerto
2981.txt;Fake;Fake;0.968261;0.968261;72.48;72.48;Acerto
2982.txt;Fake;Fake;2.709735;2.709735;93.76;93.76;Acerto
2983.txt;Fake;Fake;0.609625;0.609625;64.79;64.79;Acerto
2984.txt;Fake;Fake;1.917289;1.917289;87.18;87.18;Acerto
2985.txt;Fake;Fake;0.810234;0.810234;69.22;69.22;Acerto
2986.txt;Fake;Fake;1.095925;1.095925;74.95;74.95;Acerto
2987.txt;Fake;Fake;0.790713;0.790713;68.8;68.8;Acerto
2988.txt;Fake;Fake;0.039129;0.039129;50.98;50.98;Acerto
2989.txt;Fake;Fake;0.703727;0.703727;66.9;66.9;Acerto
2990.txt;Fake;Fake;1.391281;1.391281;80.08;80.08;Acerto
2991.txt;Fake;Fake;0.788304;0.788304;68.75;68.75;Acerto
2992.txt;Fake;Fake;0.498227;0.498227;62.2;62.2;Acerto
2993.txt;Fake;Fake;1.137373;1.137373;75.72;75.72;Acerto
2994.txt;Fake;Fake;0.494109;0.494109;62.11;62.11;Acerto
2995.txt;Fake;Fake;1.043426;1.043426;73.95;73.95;Acerto
2996.txt;Fake;Fake;0.941769;0.941769;71.95;71.95;Acerto
2997.txt;Fake;Fake;0.182229;0.182229;54.54;54.54;Acerto
2998.txt;Fake;Fake;1.722225;1.722225;84.84;84.84;Acerto
2999.txt;Fake;Fake;1.520569;1.520569;82.06;82.06;Acerto
3000.txt;Fake;Fake;1.454269;1.454269;81.07;81.07;Acerto
3001.txt;Fake;Fake;1.330171;1.330171;79.09;79.09;Acerto
3002.txt;Fake;Fake;0.948673;0.948673;72.08;72.08;Acerto
3003.txt;Fake;Fake;1.17297;1.17297;76.37;76.37;Acerto
3004.txt;Fake;Fake;1.406594;1.406594;80.32;80.32;Acerto
3005.txt;Fake;Fake;1.320381;1.320381;78.92;78.92;Acerto
3006.txt;Fake;Fake;0.042659;0.042659;51.07;51.07;Acerto
3007.txt;Fake;Fake;0.799998;0.799998;69.0;69.0;Acerto
3008.txt;Fake;Fake;1.242865;1.242865;77.61;77.61;Acerto
3009.txt;Fake;Fake;0.950134;0.950134;72.11;72.11;Acerto
3010.txt;Fake;Fake;1.38275;1.38275;79.94;79.94;Acerto
3011.txt;Fake;Fake;1.149077;1.149077;75.93;75.93;Acerto
3012.txt;Fake;Fake;1.192817;1.192817;76.72;76.72;Acerto
3013.txt;Fake;Fake;1.356559;1.356559;79.52;79.52;Acerto
3014.txt;Fake;Fake;1.338772;1.338772;79.23;79.23;Acerto
3015.txt;Fake;Fake;1.132556;1.132556;75.63;75.63;Acerto
3016.txt;Fake;Fake;1.006971;1.006971;73.24;73.24;Acerto
3017.txt;Fake;Fake;1.619591;1.619591;83.47;83.47;Acerto
3018.txt;Fake;Fake;0.536993;0.536993;63.11;63.11;Acerto
3019.txt;Fake;Fake;1.911644;1.911644;87.12;87.12;Acerto
3020.txt;Fake;Fake;1.24924;1.24924;77.72;77.72;Acerto
3021.txt;Fake;Fake;1.66462;1.66462;84.09;84.09;Acerto
3022.txt;Fake;Fake;0.936327;0.936327;71.84;71.84;Acerto
3023.txt;Fake;Fake;0.60373;0.60373;64.65;64.65;Acerto
3024.txt;Fake;Fake;0.871438;0.871438;70.5;70.5;Acerto
3025.txt;Fake;Fake;1.650276;1.650276;83.89;83.89;Acerto
3026.txt;Fake;Fake;1.983933;1.983933;87.91;87.91;Acerto
3027.txt;Fake;Fake;1.167736;1.167736;76.27;76.27;Acerto
3028.txt;Fake;Fake;0.812335;0.812335;69.26;69.26;Acerto
3029.txt;Fake;Fake;1.313956;1.313956;78.82;78.82;Acerto
3030.txt;Fake;Fake;0.052722;0.052722;51.32;51.32;Acerto
3031.txt;Fake;Fake;1.062456;1.062456;74.32;74.32;Acerto
3032.txt;Fake;Fake;1.036781;1.036781;73.82;73.82;Acerto
3033.txt;Fake;Fake;0.820001;0.820001;69.42;69.42;Acerto
3034.txt;Fake;Fake;1.357554;1.357554;79.54;79.54;Acerto
3035.txt;Fake;Fake;0.524551;0.524551;62.82;62.82;Acerto
3036.txt;Fake;Fake;0.84919;0.84919;70.04;70.04;Acerto
3037.txt;Fake;Fake;0.318771;0.318771;57.9;57.9;Acerto
3038.txt;Fake;Fake;0.804006;0.804006;69.08;69.08;Acerto
3039.txt;Fake;Fake;0.718782;0.718782;67.23;67.23;Acerto
3040.txt;Fake;Fake;0.322625;0.322625;58.0;58.0;Acerto
3041.txt;Fake;Fake;0.126767;0.126767;53.16;53.16;Acerto
3042.txt;Fake;Fake;1.109299;1.109299;75.2;75.2;Acerto
3043.txt;Fake;Fake;0.81003;0.81003;69.21;69.21;Acerto
3044.txt;Fake;Fake;1.531558;1.531558;82.22;82.22;Acerto
3045.txt;Fake;Fake;0.978961;0.978961;72.69;72.69;Acerto
3046.txt;Fake;Fake;0.447351;0.447351;61.0;61.0;Acerto
3047.txt;Fake;Fake;1.847273;1.847273;86.38;86.38;Acerto
3048.txt;Fake;Fake;1.037799;1.037799;73.84;73.84;Acerto
3049.txt;Fake;Fake;1.227131;1.227131;77.33;77.33;Acerto
3050.txt;Fake;Fake;1.661722;1.661722;84.05;84.05;Acerto
3051.txt;Fake;Fake;0.806429;0.806429;69.13;69.13;Acerto
3052.txt;Fake;Fake;1.449329;1.449329;80.99;80.99;Acerto
3053.txt;Fake;Fake;1.603997;1.603997;83.26;83.26;Acerto
3054.txt;Fake;Fake;0.890869;0.890869;70.91;70.91;Acerto
3055.txt;Fake;Fake;1.55572;1.55572;82.57;82.57;Acerto
3056.txt;Fake;Fake;0.968531;0.968531;72.48;72.48;Acerto
3057.txt;Fake;Fake;1.236341;1.236341;77.49;77.49;Acerto
3058.txt;Fake;Fake;0.446476;0.446476;60.98;60.98;Acerto
3059.txt;Fake;Fake;1.001674;1.001674;73.14;73.14;Acerto
3060.txt;Fake;Fake;1.235104;1.235104;77.47;77.47;Acerto
3061.txt;Fake;Fake;1.326186;1.326186;79.02;79.02;Acerto
3062.txt;Fake;Fake;1.386365;1.386365;80.0;80.0;Acerto
2521.txt;Verdadeira;Verdadeira;-0.623202;0.623202;34.91;65.09;Acerto
2522.txt;Verdadeira;Verdadeira;-1.914464;1.914464;12.85;87.15;Acerto
2523.txt;Verdadeira;Verdadeira;-0.696468;0.696468;33.26;66.74;Acerto
2524.txt;Verdadeira;Verdadeira;-0.921057;0.921057;28.47;71.53;Acerto
2525.txt;Verdadeira;Verdadeira;-1.918426;1.918426;12.8;87.2;Acerto
2526.txt;Verdadeira;Verdadeira;-1.408129;1.408129;19.65;80.35;Acerto
2527.txt;Verdadeira;Verdadeira;-1.309611;1.309611;21.26;78.74;Acerto
2528.txt;Verdadeira;Verdadeira;-1.142925;1.142925;24.18;75.82;Acerto
2529.txt;Verdadeira;Verdadeira;-1.619441;1.619441;16.53;83.47;Acerto
2530.txt;Verdadeira;Verdadeira;-2.323368;2.323368;8.92;91.08;Acerto
2531.txt;Verdadeira;Verdadeira;-1.332125;1.332125;20.88;79.12;Acerto
2532.txt;Verdadeira;Verdadeira;-1.941202;1.941202;12.55;87.45;Acerto
2533.txt;Verdadeira;Fake;0.229326;0.229326;55.71;55.71;Erro
2534.txt;Verdadeira;Verdadeira;-1.09431;1.09431;25.08;74.92;Acerto
2535.txt;Verdadeira;Verdadeira;-2.097616;2.097616;10.93;89.07;Acerto
2536.txt;Verdadeira;Verdadeira;-1.752525;1.752525;14.77;85.23;Acerto
2537.txt;Verdadeira;Verdadeira;-2.334644;2.334644;8.83;91.17;Acerto
2538.txt;Verdadeira;Verdadeira;-1.59135;1.59135;16.92;83.08;Acerto
2539.txt;Verdadeira;Fake;0.364698;0.364698;59.02;59.02;Erro
2540.txt;Verdadeira;Verdadeira;-1.301223;1.301223;21.4;78.6;Acerto
2541.txt;Verdadeira;Verdadeira;-2.540306;2.540306;7.31;92.69;Acerto
2542.txt;Verdadeira;Verdadeira;-1.304731;1.304731;21.34;78.66;Acerto
2543.txt;Verdadeira;Verdadeira;-1.744682;1.744682;14.87;85.13;Acerto
2544.txt;Verdadeira;Verdadeira;-1.001352;1.001352;26.87;73.13;Acerto
2545.txt;Verdadeira;Verdadeira;-1.742373;1.742373;14.9;85.1;Acerto
2546.txt;Verdadeira;Verdadeira;-1.96851;1.96851;12.25;87.75;Acerto
2547.txt;Verdadeira;Verdadeira;-1.003389;1.003389;26.83;73.17;Acerto
2548.txt;Verdadeira;Verdadeira;-1.847256;1.847256;13.62;86.38;Acerto
2549.txt;Verdadeira;Verdadeira;-1.584752;1.584752;17.01;82.99;Acerto
2550.txt;Verdadeira;Verdadeira;-1.430405;1.430405;19.3;80.7;Acerto
2551.txt;Verdadeira;Verdadeira;-0.907588;0.907588;28.75;71.25;Acerto
2552.txt;Verdadeira;Verdadeira;-0.956602;0.956602;27.76;72.24;Acerto
2553.txt;Verdadeira;Verdadeira;-0.8455;0.8455;30.04;69.96;Acerto
2554.txt;Verdadeira;Verdadeira;-1.575564;1.575564;17.14;82.86;Acerto
2555.txt;Verdadeira;Verdadeira;-2.124031;2.124031;10.68;89.32;Acerto
2556.txt;Verdadeira;Verdadeira;-2.012128;2.012128;11.79;88.21;Acerto
2557.txt;Verdadeira;Verdadeira;-0.074483;0.074483;48.14;51.86;Acerto
2558.txt;Verdadeira;Verdadeira;-2.052235;2.052235;11.38;88.62;Acerto
2559.txt;Verdadeira;Verdadeira;-1.502307;1.502307;18.21;81.79;Acerto
2560.txt;Verdadeira;Verdadeira;-0.866282;0.866282;29.6;70.4;Acerto
2561.txt;Verdadeira;Verdadeira;-0.888341;0.888341;29.15;70.85;Acerto
2562.txt;Verdadeira;Verdadeira;-1.35731;1.35731;20.47;79.53;Acerto
2563.txt;Verdadeira;Verdadeira;-2.778048;2.778048;5.85;94.15;Acerto
2564.txt;Verdadeira;Verdadeira;-1.063136;1.063136;25.67;74.33;Acerto
2565.txt;Verdadeira;Verdadeira;-1.122996;1.122996;24.55;75.45;Acerto
2566.txt;Verdadeira;Verdadeira;-1.716709;1.716709;15.23;84.77;Acerto
2567.txt;Verdadeira;Verdadeira;-1.789827;1.789827;14.31;85.69;Acerto
2568.txt;Verdadeira;Verdadeira;-2.512158;2.512158;7.5;92.5;Acerto
2569.txt;Verdadeira;Verdadeira;-1.886528;1.886528;13.16;86.84;Acerto
2570.txt;Verdadeira;Verdadeira;-0.830789;0.830789;30.35;69.65;Acerto
2571.txt;Verdadeira;Verdadeira;-1.530449;1.530449;17.79;82.21;Acerto
2572.txt;Verdadeira;Verdadeira;-0.886479;0.886479;29.18;70.82;Acerto
2573.txt;Verdadeira;Verdadeira;-0.73533;0.73533;32.4;67.6;Acerto
2574.txt;Verdadeira;Verdadeira;-1.720048;1.720048;15.19;84.81;Acerto
2575.txt;Verdadeira;Verdadeira;-1.728341;1.728341;15.08;84.92;Acerto
2576.txt;Verdadeira;Verdadeira;-2.175737;2.175737;10.2;89.8;Acerto
2577.txt;Verdadeira;Verdadeira;-2.594005;2.594005;6.95;93.05;Acerto
2578.txt;Verdadeira;Verdadeira;-0.707657;0.707657;33.01;66.99;Acerto
2579.txt;Verdadeira;Verdadeira;-1.36475;1.36475;20.35;79.65;Acerto
2580.txt;Verdadeira;Verdadeira;-2.357013;2.357013;8.65;91.35;Acerto
2581.txt;Verdadeira;Verdadeira;-1.849082;1.849082;13.6;86.4;Acerto
2582.txt;Verdadeira;Verdadeira;-2.231631;2.231631;9.69;90.31;Acerto
2583.txt;Verdadeira;Verdadeira;-2.431717;2.431717;8.08;91.92;Acerto
2584.txt;Verdadeira;Verdadeira;-1.496208;1.496208;18.3;81.7;Acerto
2585.txt;Verdadeira;Verdadeira;-1.507604;1.507604;18.13;81.87;Acerto
2586.txt;Verdadeira;Verdadeira;-1.638194;1.638194;16.27;83.73;Acerto
2587.txt;Verdadeira;Verdadeira;-1.727314;1.727314;15.09;84.91;Acerto
2588.txt;Verdadeira;Verdadeira;-2.964046;2.964046;4.91;95.09;Acerto
2589.txt;Verdadeira;Verdadeira;-1.928817;1.928817;12.69;87.31;Acerto
2590.txt;Verdadeira;Verdadeira;-1.382165;1.382165;20.07;79.93;Acerto
2591.txt;Verdadeira;Verdadeira;-1.551619;1.551619;17.49;82.51;Acerto
2592.txt;Verdadeira;Verdadeira;-0.949677;0.949677;27.89;72.11;Acerto
2593.txt;Verdadeira;Verdadeira;-1.345595;1.345595;20.66;79.34;Acerto
2594.txt;Verdadeira;Verdadeira;-1.455919;1.455919;18.91;81.09;Acerto
2595.txt;Verdadeira;Verdadeira;-1.441483;1.441483;19.13;80.87;Acerto
2596.txt;Verdadeira;Verdadeira;-0.53509;0.53509;36.93;63.07;Acerto
2597.txt;Verdadeira;Verdadeira;-1.494384;1.494384;18.33;81.67;Acerto
2598.txt;Verdadeira;Verdadeira;-1.610776;1.610776;16.65;83.35;Acerto
2599.txt;Verdadeira;Verdadeira;-2.97519;2.97519;4.86;95.14;Acerto
2600.txt;Verdadeira;Verdadeira;-1.471831;1.471831;18.67;81.33;Acerto
2601.txt;Verdadeira;Verdadeira;-1.63638;1.63638;16.3;83.7;Acerto
2602.txt;Verdadeira;Verdadeira;-2.096365;2.096365;10.95;89.05;Acerto
2603.txt;Verdadeira;Verdadeira;-0.704597;0.704597;33.08;66.92;Acerto
2604.txt;Verdadeira;Verdadeira;-1.508758;1.508758;18.11;81.89;Acerto
2605.txt;Verdadeira;Verdadeira;-0.459361;0.459361;38.71;61.29;Acerto
2606.txt;Verdadeira;Verdadeira;-0.651726;0.651726;34.26;65.74;Acerto
2607.txt;Verdadeira;Verdadeira;-1.664581;1.664581;15.91;84.09;Acerto
2608.txt;Verdadeira;Verdadeira;-1.28022;1.28022;21.75;78.25;Acerto
2609.txt;Verdadeira;Verdadeira;-0.278688;0.278688;43.08;56.92;Acerto
2610.txt;Verdadeira;Verdadeira;-0.810354;0.810354;30.78;69.22;Acerto
2611.txt;Verdadeira;Verdadeira;-0.834781;0.834781;30.26;69.74;Acerto
2612.txt;Verdadeira;Verdadeira;-0.76139;0.76139;31.83;68.17;Acerto
2613.txt;Verdadeira;Verdadeira;-2.716708;2.716708;6.2;93.8;Acerto
2614.txt;Verdadeira;Verdadeira;-1.471772;1.471772;18.67;81.33;Acerto
2615.txt;Verdadeira;Verdadeira;-2.011854;2.011854;11.8;88.2;Acerto
2616.txt;Verdadeira;Verdadeira;-0.75053;0.75053;32.07;67.93;Acerto
2617.txt;Verdadeira;Verdadeira;-0.929876;0.929876;28.29;71.71;Acerto
2618.txt;Verdadeira;Verdadeira;-2.020275;2.020275;11.71;88.29;Acerto
2619.txt;Verdadeira;Verdadeira;-1.029309;1.029309;26.32;73.68;Acerto
2620.txt;Verdadeira;Verdadeira;-0.365896;0.365896;40.95;59.05;Acerto
2621.txt;Verdadeira;Verdadeira;-1.555165;1.555165;17.43;82.57;Acerto
2622.txt;Verdadeira;Verdadeira;-1.637423;1.637423;16.28;83.72;Acerto
2623.txt;Verdadeira;Verdadeira;-1.288254;1.288254;21.61;78.39;Acerto
2624.txt;Verdadeira;Verdadeira;-1.526339;1.526339;17.85;82.15;Acerto
2625.txt;Verdadeira;Verdadeira;-1.300885;1.300885;21.4;78.6;Acerto
2626.txt;Verdadeira;Verdadeira;-1.187581;1.187581;23.37;76.63;Acerto
2627.txt;Verdadeira;Verdadeira;-2.458307;2.458307;7.88;92.12;Acerto
2628.txt;Verdadeira;Verdadeira;-0.810853;0.810853;30.77;69.23;Acerto
2629.txt;Verdadeira;Verdadeira;-1.387153;1.387153;19.99;80.01;Acerto
2630.txt;Verdadeira;Verdadeira;-1.411385;1.411385;19.6;80.4;Acerto
2631.txt;Verdadeira;Verdadeira;-2.009289;2.009289;11.82;88.18;Acerto
2632.txt;Verdadeira;Verdadeira;-1.258086;1.258086;22.13;77.87;Acerto
2633.txt;Verdadeira;Verdadeira;-1.741799;1.741799;14.91;85.09;Acerto
2634.txt;Verdadeira;Verdadeira;-1.181069;1.181069;23.49;76.51;Acerto
2635.txt;Verdadeira;Verdadeira;-0.951538;0.951538;27.86;72.14;Acerto
2636.txt;Verdadeira;Verdadeira;-1.378765;1.378765;20.12;79.88;Acerto
2637.txt;Verdadeira;Verdadeira;-1.583267;1.583267;17.03;82.97;Acerto
2638.txt;Verdadeira;Verdadeira;-1.334554;1.334554;20.84;79.16;Acerto
2639.txt;Verdadeira;Verdadeira;-0.657094;0.657094;34.14;65.86;Acerto
2640.txt;Verdadeira;Verdadeira;-1.414365;1.414365;19.55;80.45;Acerto
2641.txt;Verdadeira;Verdadeira;-2.029018;2.029018;11.62;88.38;Acerto
2642.txt;Verdadeira;Verdadeira;-0.530267;0.530267;37.05;62.95;Acerto
2643.txt;Verdadeira;Verdadeira;-1.228267;1.228267;22.65;77.35;Acerto
2644.txt;Verdadeira;Verdadeira;-1.723589;1.723589;15.14;84.86;Acerto
2645.txt;Verdadeira;Verdadeira;-0.998739;0.998739;26.92;73.08;Acerto
2646.txt;Verdadeira;Verdadeira;-1.079075;1.079075;25.37;74.63;Acerto
2647.txt;Verdadeira;Verdadeira;-0.774011;0.774011;31.56;68.44;Acerto
2648.txt;Verdadeira;Verdadeira;-1.871225;1.871225;13.34;86.66;Acerto
2649.txt;Verdadeira;Verdadeira;-0.344675;0.344675;41.47;58.53;Acerto
2650.txt;Verdadeira;Verdadeira;-1.59981;1.59981;16.8;83.2;Acerto
2651.txt;Verdadeira;Verdadeira;-1.4228;1.4228;19.42;80.58;Acerto
2652.txt;Verdadeira;Verdadeira;-1.101413;1.101413;24.95;75.05;Acerto
2653.txt;Verdadeira;Verdadeira;-2.014682;2.014682;11.77;88.23;Acerto
2654.txt;Verdadeira;Verdadeira;-0.846005;0.846005;30.03;69.97;Acerto
2655.txt;Verdadeira;Verdadeira;-2.258518;2.258518;9.46;90.54;Acerto
2656.txt;Verdadeira;Verdadeira;-1.502455;1.502455;18.21;81.79;Acerto
2657.txt;Verdadeira;Verdadeira;-0.651404;0.651404;34.27;65.73;Acerto
2658.txt;Verdadeira;Verdadeira;-0.214953;0.214953;44.65;55.35;Acerto
2659.txt;Verdadeira;Verdadeira;-1.432096;1.432096;19.28;80.72;Acerto
2660.txt;Verdadeira;Verdadeira;-1.462009;1.462009;18.82;81.18;Acerto
2661.txt;Verdadeira;Verdadeira;-0.680709;0.680709;33.61;66.39;Acerto
2662.txt;Verdadeira;Verdadeira;-1.273739;1.273739;21.86;78.14;Acerto
2663.txt;Verdadeira;Verdadeira;-0.423849;0.423849;39.56;60.44;Acerto
2664.txt;Verdadeira;Verdadeira;-0.975376;0.975376;27.38;72.62;Acerto
2665.txt;Verdadeira;Verdadeira;-0.888763;0.888763;29.14;70.86;Acerto
2666.txt;Verdadeira;Verdadeira;-0.858334;0.858334;29.77;70.23;Acerto
2667.txt;Verdadeira;Verdadeira;-1.725892;1.725892;15.11;84.89;Acerto
2668.txt;Verdadeira;Verdadeira;-1.419651;1.419651;19.47;80.53;Acerto
2669.txt;Verdadeira;Verdadeira;-1.257606;1.257606;22.14;77.86;Acerto
2670.txt;Verdadeira;Verdadeira;-0.488161;0.488161;38.03;61.97;Acerto
2671.txt;Verdadeira;Verdadeira;-2.238996;2.238996;9.63;90.37;Acerto
2672.txt;Verdadeira;Verdadeira;-1.259922;1.259922;22.1;77.9;Acerto
2673.txt;Verdadeira;Verdadeira;-2.246004;2.246004;9.57;90.43;Acerto
2674.txt;Verdadeira;Verdadeira;-1.005248;1.005248;26.79;73.21;Acerto
2675.txt;Verdadeira;Verdadeira;-1.012347;1.012347;26.65;73.35;Acerto
2676.txt;Verdadeira;Fake;0.074385;0.074385;51.86;51.86;Erro
2677.txt;Verdadeira;Verdadeira;-1.091068;1.091068;25.14;74.86;Acerto
2678.txt;Verdadeira;Verdadeira;-0.879325;0.879325;29.33;70.67;Acerto
2679.txt;Verdadeira;Verdadeira;-1.938863;1.938863;12.58;87.42;Acerto
2680.txt;Verdadeira;Verdadeira;-1.13748;1.13748;24.28;75.72;Acerto
2681.txt;Verdadeira;Verdadeira;-1.153156;1.153156;23.99;76.01;Acerto
2682.txt;Verdadeira;Verdadeira;-2.087994;2.087994;11.03;88.97;Acerto
2683.txt;Verdadeira;Verdadeira;-1.463206;1.463206;18.8;81.2;Acerto
2684.txt;Verdadeira;Verdadeira;-1.796071;1.796071;14.23;85.77;Acerto
2685.txt;Verdadeira;Verdadeira;-0.458589;0.458589;38.73;61.27;Acerto
2686.txt;Verdadeira;Verdadeira;-1.177253;1.177253;23.55;76.45;Acerto
2687.txt;Verdadeira;Verdadeira;-1.456881;1.456881;18.89;81.11;Acerto
2688.txt;Verdadeira;Verdadeira;-0.527075;0.527075;37.12;62.88;Acerto
2689.txt;Verdadeira;Verdadeira;-0.931007;0.931007;28.27;71.73;Acerto
2690.txt;Verdadeira;Verdadeira;-0.426694;0.426694;39.49;60.51;Acerto
2691.txt;Verdadeira;Verdadeira;-1.127166;1.127166;24.47;75.53;Acerto
2692.txt;Verdadeira;Verdadeira;-1.619359;1.619359;16.53;83.47;Acerto
2693.txt;Verdadeira;Verdadeira;-2.29411;2.29411;9.16;90.84;Acerto
2694.txt;Verdadeira;Verdadeira;-1.508875;1.508875;18.11;81.89;Acerto
2695.txt;Verdadeira;Verdadeira;-0.97199;0.97199;27.45;72.55;Acerto
