Arquivo/ID;Classe Real;Classe Prevista;Probabilidade Fake (%);Confiança (%);Resultado;Texto
	O Banco Central informou aos tribunais que o Senado chegou a discutir a mudança na correção das contas do FGTS para adoção de índice inflacionário no Projeto de Lei do Senado (PLS) 193/2008, mas arquivou a proposta após parecer desfavorável da Comissão de Assuntos Econômicos que apontou ""reflexos nefastos para a política de acesso à moradia"".Julgamento de ações
	O STJ deve julgar em breve um recurso do Sindicato dos Trabalhadores na Indústria do Petróleo de Pernambuco e Paraíba (Sindipetro) contra decisão do Tribunal Regional Federal da 5ª Região (TRF-5), que manteve a fórmula atual de correção do FGTS.
	No STJ, o caso foi considerado como ""recurso repetitivo"", e a decisão a ser tomada deverá ser observada pelas instâncias inferiores da Justiça estadual e da federal. Há cerca de 50 mil processos sobre o tema em todo o país, que tiveram o andamento suspenso até que o STJ julgue o caso.
	Além disso, outra ação, protocolada pelo partido Solidariedade no Supremo, pede a correção do FGTS pela inflação. Apesar de o STJ decidir sobre o caso, a palavra final sobre como deve ser a correção das contas do FGTS será do Supremo ao julgar a Ação Direta de Inconstitucionalidade. O relator do caso, ministro Luís Roberto Barroso, não dará decisão liminar (provisória) e levará a ação diretamente ao plenário, mas isso não tem prazo para acontecer.
	Nos dois tribunais, a estimativa das ações é de que as perdas superem 80% em cada conta de trabalhador. Alguém que tinha R$ 1 mil na conta do FGTS em 1999, quando foi adotada a TR na correção, hoje teria R$ 1.340,47 em valores atualizados. Com a aplicação de um índice inflacionário na correção, o valor chegaria a R$ 2.586,44."
true_20;Verdadeira;Fake;82.67;82.67;Erro;"
	A inflação medida pelo Índice de Preços ao Consumidor (IPC-S) avançou mais na segunda semana de março, influenciada pela variação de preços do grupo alimentação. O indicador variou 0,84%, acima da taxa de 0,71% relativa à prévia anterior. 
	Das oito classes de despesa componentes do índice, metade apresentou avanço de preços. O grupo de alimentação passou de 1,17% para 1,59% e teve como destaque os valores de hortaliças e legumes, cuja taxa passou de 10,26% para 19,10%.
	Também mostraram taxas maiores nessa prévia os grupos de educação, leitura e recreação (de 0,06% para 0,35%), vestuário (de 0,23% para 0,36%) e saúde e cuidados pessoais (de 0,41% para 0,46%).
	Em cada um desses grupos, as maiores variações foram observadas nos preços de passagem aérea (de -15,13% para -7,75%), roupas (de -0,03% para 0,48%) e artigos de higiene e cuidado pessoal (de 0,40% para 0,51%).
	Na contramão, mostraram taxas menores os preços relativos a transportes (de 0,93% para 0,90%), comunicação (de 0,31% para 0,26%) e despesas diversas (de 0,62% para 0,39%), com destaque para tarifa de ônibus urbano (de 2,06% para 1,45%), mensalidade para internet (de 0,25% para  -0,08%) e cigarros (de 0,93% para 0,18%).
	O grupo de gastos com habitação manteve o índice de 0,65%, com as principais influências partindo de equipamentos eletrônicos (de 0,03% para 0,99%) e empregados domésticos (de 1,94% para 1,60%)."
true_21;Verdadeira;Fake;79.33;79.33;Erro;"
	O megainvestidor Warren Buffett ultrapassou o mexicano Carlos Slim e se tornou o segundo homem mais rico do mundo, segundo o ranking de bilionários da ""Bloomberg"". Bill Gates, fundador da Microsoft, segue liderando entre os bilionários, com uma fortuna de US$ 77,7 bilhões.
	A fortuna de Buffett, de 83 anos e dono da empresa de investimentos Berkshire Hathaway, era de US$ 63,4 bilhões no dia 13 de março – uma queda de US$ 686,6 milhões em relação ao dia anterior. Mas a fortuna de Slim, dono da América Móvil, ""encolheu"" US$ 1,6 bilhão no mesmo período, derrubando o bilionário para a terceira posição do ranking, com US$ 62,9 bilhões.
	Segundo a ""Bloomberg"", a Berkshire reportou, no início do mês, que teve lucro recorde em 2013, de US$ 19,5 bilhões. Na semana passada, a empresa teve sua maior alta semanal na bolsa em 14 meses.
	Já a fortuna de Slim caiu US$ 10,9 bilhões desde o começo do ano, seguindo uma queda de 14% nas ações da América Móvil, que vem sendo alvo dos órgãos reguladores mexicanos.
	O brasileiro mais bem colocado no ranking da ""Bloomberg"" é Jorge Paulo Lemman, da AB InBev, na 32ª posição e com uma fortuna estimada em US$ 22,3 bilhões."
true_22;Verdadeira;Verdadeira;20.0;80.0;Acerto;"
	Informações do Cadastro Geral de Empregados e Desempregados (Caged) divulgadas nesta quinta-feira (17) pelo Ministério do Trabalho mostram que foram criados 13.117 empregos com carteira assinada em março. Isso representa uma queda de 88,3% frente ao mesmo período do ano passado (+112.450 vagas formais). Trata-se do pior resultado, para meses de março, desde 1999 (76.313 vagas fechadas), ou seja, em 15 anos.
	De acordo com o governo, o fraco resultado na criação de empregos formais, em março deste ano, está relacionado com o carnaval tardio - que aconteceu, em 2014, no mês passado. Com isso, as contratações temporárias, para a festa, aconteceram em fevereiro, com os trabalhadores sendo dispensados no mês seguinte.
	De acordo com o ministro do Trabalho, Manoel Dias, o fim do verão também motivou um maior número de demissões em março.  ""Tivemos no mês de fevereiro a geração de 266 mil postos de trabalho. Houve contratação antecipada em fevereiro. O carnaval se realizou em março. Com o fim do carnaval, que coincide com o final da temporada de verão, houve demissões"", avaliou ele.
	Em fevereiro, foram criados 260.823 empregos formais, o que representou uma alta de 111% na comparação com o registrado em fevereiro de 2013 (123.446 mil novos postos).No 1º trimestre, foram criados 344.984 empregos
	Apesar de o mês de março ter registrado pequena criação de empregos formais, os números oficiais mostram que houve crescimento nas vagas abertas no primeiro trimestre deste ano, na comparação com o mesmo período de 2013.
	De janeiro a março deste ano, foram criados 344.984 empregos com carteira assinada - com alta de 12,7% frente ao mesmo período do ano passado, quando foram abertas 306.068 vagas.
	Os números de criação de empregos formais do acumulado de 2014, e de igual período dos últimos anos, foram ajustados para incorporar as informações enviadas pelas empresas fora do prazo (até o mês de fevereiro). Os dados de março ainda são considerados sem ajuste.
	Segundo o ministério, os salários médios de admissão registraram um crescimento real (acima da inflação) de 2,49% no primeiro trimestre deste ano, em comparação com o mesmo período de 2013, passando de R$ 1.138,46 para R$ 1.166,84.Copa do Mundo e expectativa para 2014
	O ministro Manoel Dias avaliou que deverão ser criadas 175 mil vagas de empregos formais para a Copa do Mundo entre abril e junho deste ano. Segundo ele, parte destas vagas devem ser mantidas após o campeonato. Estes empregos, segundo ele, devem ser criados nos setores de vigilância, hotelaria, restaurantes e também nos estádios de futebol.
	Para todo este ano, o ministro manteve a previsão de que devem ser abertos de 1,4 milhão a 1,5 milhão de empregos com carteira assinada - o que representará, se confirmado, aumento frente ao ano de 2013, quando foram criadas 1,11 milhão de vagas, o pior resultado em 10 anos.Desemprenho por setores da economia
	Segundo o Ministério do Trabalho, o setor de serviços liderou a criação de empregos formais nos três primeiros meses deste ano, com 223.240 postos abertos (contra 170.313 no mesmo período do ano passado), ao mesmo tempo em que a indústria de transformação foi responsável pela contratação de 101.112 trabalhadores com carteira assinada no mesmo período. De janeiro a março do ano passado, a indústria abriu 108.129 vagas.
	A construção civil, por sua vez, registrou a abertura 70.301 trabalhadores com carteira assinada no primeiro trimestre deste ano, contra 79.936 vagas no mesmo período de 2013. Já o setor agrícola gerou 5.987 empregos nos três primeiros meses deste ano (contra o fechamento de 11.700 vagas no mesmo período de 2013), enquanto o comércio fechou 78.376 vagas formais de janeiro a março deste ano (contra 67.221 vagas fechadas nos três primeiros meses de 2013).Regiões do país
	Segundo números oficiais, o emprego formal cresceu em três das cinco regiões do país no primeiro trimestre deste ano. Neste período, a Região Sudeste abriu 159.907 empregos com carteira assinada, ao mesmo tempo em que a Região Sul registrou a criação de 150.654 nos três primeiros meses de 2014.
	A Região Centro-Oeste, por sua vez,  foi responsável pela abertura de 51.454 postos formais de emprego no primeiro trimestre deste ano, enquanto que a Região Norte teve o fechamento de 3.679 postos de trabalho com carteira assinada. A Região Nordeste registrou o fechamento de 13.352 empregos com carteira nos três primeiros meses deste ano."
true_23;Verdadeira;Verdadeira;11.67;88.33;Acerto;"
	A taxa de desemprego teve leve queda em março. Segundo dados divulgados nesta quinta-feira (17) pelo Instituto Brasileiro de Geografia e Estatística (IBGE), o indicador ficou em 5% no mês, 0,1 ponto percentual abaixo da taxa de fevereiro, de 5,1%. A taxa é a menor para meses de março desde o início da série histórica, em 2002. Em março do ano passado, o desemprego era de 5,7% para o conjunto das seis regiões metropolitanas pesquisadas.
	Segundo o coordenador de Trabalho e Emprego do IBGE, Cimar Azeredo, a queda do desemprego em relação a fevereiro ""não se deu em aumento de postos de trabalho, [mas] aconteceu em função do aumento de população com idade inativa"".
	""O nível da ocupação está estável. O nível dessa desocupação que caiu não foi em função da geração de postos de trabalho, mas em função do aumento da inatividade. Que população desocupada foi essa que reduziu? A gente precisa analisar para entender esse resultado. Mais de 1/3 dessa população inativa é formada por jovens"", analisou.
	O IBGE estima que 1,2 milhão de brasileiros estavam desempregados em março, resultado estável em relação a fevereiro e com queda de 11,6% na comparação com março de 2013. Já o número de pessoas ocupadas nos locais pesquisados ficou em 22,9 milhões, estável nas duas comparações.
	Houve estabilidade também no número de trabalhadores com carteira assinada no setor privado, estimado em 11,7 milhões, na comparação entre fevereiro e março. Frente a março de 2013, o número representa uma alta de 2%.
	""É comum neste primeiro trimestre do ano a taxa de ocupação subir. Não é o que a gente observa aqui. Está estável essa ocupação. Não deu tempo de as pessoas que foram dispensadas procurar trabalho? A gente não tem como avaliar. É esperado que a ocupação venha a cair e a desocupação venha a subir nesta época do ano"", explicou Azeredo.
	""A taxa de desocupação de 2014 está passando abaixo da ocupação observada no ano passado, o patamar da desocupação está menor. É importante a gente observar esse movimento"", diz o coordenador do IBGE. ""O que a gente tem que confrontar é saber se essa taxa está combinando com o nível de ocupação.""Rendimento
	O rendimento médio real habitual dos trabalhadores não teve variação significativa na passagem de fevereiro para março, ficando em R$ 2.026,60 no mês passado (alta de 3% frente a março de 2013). Já a massa de rendimento médio real habitual dos ocupados foi estimada pelo IBGE em 47,2 bilhões no mês passado, valor que representa queda de 0,7% frente a fevereiro e alta de 4% ante março de 2013.
	Segundo o levantamento, houve alta nos rendimentos médios reais habituais dos empregados com carteira assinada no setor privado (2,3%), dos militares e funcionários públicos (2,3%) e dos trabalhadores por conta própria (5,8%), na passagem de fevereiro para março. Já os empregados sem carteira assinada do setor privado viram o rendimento cair 8,6% na mesma comparação. Regiões
	A taxa de desemprego também ficou praticamente estável em todas as regiões pesquisadas pelo IBGE. Salvador se manteve na liderança, com a maior taxa em março, de 9,2% – pouco acima dos 9% do mês anterior. Já a menor taxa foi registrada em Porto Alegre, de 3,2%, 0,1 ponto percentual abaixo dos 3,3% de fevereiro. Em São Paulo, a taxa cresceu de 5,5% para 5,7%.
	""Tem uma região que está destoando, que é Salvador, a gente está tentando entender esse movimento, por que que houve isso. Mas nas outras áreas, se você observar, os movimentos são bem iguais. Salvador está superior ao [nível] do ano passado. No Recife, se você pegar todos os meses de março, esse é o menor da série"", afirmou Azeredo.
	""Embora a desocupação tenha aumentado em Salvador, você tem uma ocupação maior lá. A gente precisa analisar melhor esse movimento. Existe um aumento da população desocupada, mas não mexeu no nível de ocupação. O que pode estar acontecendo em Salvador é procura [de emprego] por jovens. O aumento da desocupação não afeta a ocupação"", completou.Pesquisa deve acabar este ano
	A Pesquisa Mensal de Emprego (PME), do IBGE, está prevista para deixar de ser divulgada a partir do início de 2014. A expectativa é que ela seja substituída pela Pesquisa Nacional de Amostra de Domicílios Contínua (Pnad Contínua), que tem maior abrangência. Enquanto a PME reúne dados de seis regiões metropolitanas, a Pnad Contínua traz o cenário do emprego em 3,5 mil municípios.
	Os primeiros dados da nova pesquisa mostraram taxas de desemprego mais elevadas que as da PME: no fim de 2013, o levantamento da PME mostrou taxa de 4,3%, enquanto a Pnad apontou desemprego de 6,2%.
	A nova pesquisa, no entanto, teve sua divulgação suspensa por decisão do IBGE na semana passada. Seguindo o instituto, a suspensão foi motivadas por questionamentos feitos por parlamentares e tem como objetivo fazer uma revisão na metodologia de coleta e cálculo da renda domiciliar per capita (por pessoa). O instituto explica que o cálculo atual prevê margens de erro diferentes para a pesquisa entre os estados, o que prejudica a comparação dos resultados.
	Segundo o IBGE, as estimativas de renda domiciliar per capita são um dos itens considerados na distribuição de recursos aos estados por meio do Fundo de Participação dos Estados (FPE), do governo federal. De acordo com a legislação, estados com renda per capita mais elevada podem receber fatias menores de repasses do FPE."
true_24;Verdadeira;Verdadeira;37.67;62.33;Acerto;"
	A indústria do estado de São Paulo criou 6 mil novas vagas de trabalho em março, mas desempenho do emprego no setor no mês ficou negativo em 0,26% na leitura com ajuste sazonal, segundo informou nesta quata-feira a Federação das Indústrias do Estado de São Paulo (Fiesp).
	Segundo a pesquisa, o setor de açúcar e álcool foi responsável pelas contratações de março.  
	""O setor sucroalcooleiro contratou 8.656 empregados em março, mas a indústria de transformação demitiu 2.656 funcionários, resultando nos 6 mil do mês"", informou a federação.
	A Fiesp manifestou, porém, preocupação com as baixas envolvendo o setor automotivo.
	""O que preocupa são os negativos porque eles estão muito próximos à indústria automobilística, seja do próprio setor que inclui montadoras e autopeças, seja de setores muito próximos como o de borracha e plástico”, disse Paulo Francini, diretor do Departamento de Pesquisas e Estudos Econômicos (Depecon) da Fiesp e do Ciesp.
	Segundo a pesquisa da federação, a indústria de Produtos de Borracha e de Material Plástico demitiu 1.082 funcionários em março, já o segmento de Veículos Automotores, Reboques e Carrocerias fechou 1.512 postos de trabalho.
	Para Francini, o aumento dos estoques de veículos prontos no Brasil, divulgado pela Associação Nacional de Veículos Automotores (Anfavea) no começo do mês, é “um prenúncio ruim para esse setor que, na sua ramificação total, é de importância para a indústria de transformação”.
	De acordo com a Anfavea, os estoques do setor subiram de 37 dias em fevereiro para 48 dias em março.
	“Outro setor que é sempre foco da nossa atenção é o de Máquinas e Equipamentos, que apresentou também um valor negativo no mês”, destacou o diretor. A indústria de Máquinas e Equipamentos demitiu 2.505 empregados em março.
	O segmento de Produtos Alimentícios contratou 8.414 novos funcionários. Segundo a Fiesp, boa parte destas vagas corresponde às usinas de açúcar e álcool no interior do estado, as quais contratam para iniciar a colheita da safra 2014/15.
	O setor sucroalcooleiro contratou 8.656 empregados em março, mas a indústria de transformação demitiu 2.656 funcionários, o que resultou no saldo de 6 mil do mês.Recuo de 1,9% em 12 meses
	Nos primeiros três meses do ano, a indústria paulista criou 20 mil vagas de trabalho, com uma variação absoluta positiva em 0,78%, mas no acumulado de 12 meses, ou seja, março deste ano versus março de 2013, o setor manufatureiro paulista fechou 50,5 mil postos de trabalho, o equivalente a taxa negativa em 1,9%.
	A Pesquisa de Nível de Emprego da Fiesp do Ciesp apontou que o desempenho da indústria paulista no primeiro trimestre do ano é bem semelhante à performance de 2006, início da série histórica, e só supera a trajetória de 2009 e 2012.
	Das 22 atividades consultadas pela pesquisa, 11 apresentaram baixa no emprego, 10 computaram alta e uma ficou estável.
	No ano, o emprego na indústria de Impressão, Reprodução de Gravações foi o que mais caiu com variação negativa de 2,6%, enquanto o setor de Equipamentos de Informática, Produtos Eletrônicos e Óticos foi o que mais contratou, com alta de 7,3%, em relação aos mesmo período do ano anterior.
	 "
true_25;Verdadeira;Fake;56.0;56.0;Erro;"
	A alta de preços de alimentos como carne e batata impactaram e a inflação acelerou no país até a metade deste mês, atingindo o maior nível em um ano e meio. Considerado a prévia da inflação oficial, o Índice Nacional de Preços ao Consumidor Amplo 15 (IPCA-15) subiu para 0,78% em abril, acima da taxa de 0,73% de março e registrando a maior variação desde janeiro de 2013, quando ficou em 0,88%, aponta nesta quinta-feira o Instituto Brasileiro de Geografia e Estatística (IBGE). Em abril de 2013, a taxa havia ficado em 0,51%.
	Com isso, no acumulado do ano o IPCA-15 subiu para 2,91%, acima da taxa de 2,58% relativa a igual período de 2013.
	Nos últimos 12 meses, o índice ficou em 6,19%, também acima do resultado de 5,90% dos últimos 12 meses imediatamente anteriores e a maior desde julho de 2013, quando ficou em 6,40%.
	O preço dos alimentos registraram forte impacto no resultado desde mês, diz o IBGE, destacando as carnes, que subiram 2,83%. A batata subiu 26,96% o litro do leite ficou 5,70% mais caro. Outro destaque é o tomate, com alta de 14,80%, que também teve o mesmo impacto que a gasolina, que subiu 0,93%.
	Com as altas, a taxa do grupo alimentos e bebidas acelerou para 1,84%, sobre alta de 1,11% em março.
	O IBGE destaca também que os preços dos remédios  ficaram 0,69% maiores, o que levou o grupo saúde e cuidados pessoais a registrar taxa de 0,69%.
	As despesas com habitação aumentaram 0,58%. Dentro desse grupo, artigos de limpeza subiram 1,48% e a mão-de-obra para pequenos reparos, 1,06%.
	As contas de telefone fixo tiveram queda de 2,03% e o grupo comunicação registrou redução de 0,61% no período.Regiões
	Entre os índices regionais, os maiores foram os de Curitiba e Goiânia, ambos com taxa de 1,10%, diz o IBGE. Em Curitiba o destaque foi a alta de 4,39% nos alimentos consumidos em casa. O índice de Goiânia foi pressionado pelo resultado de 2,62% da gasolina e 5,79% do etanol.
	O menor índice foi o de Belém (0,32%), com destaque para os preços dos alimentos, que ficaram em 0,73%."
true_26;Verdadeira;Verdadeira;14.67;85.33;Acerto;"
	Quase 20 anos após o Plano Real, em 1994, uma das “pragas” da hiperinflação, a indexação, ainda infesta boa parte da economia brasileira, e dificulta o controle dos preços no país.
	Segundo economistas ouvidos pelo G1, os preços indexados no Brasil têm peso de cerca de 30% no índice oficial de inflação, e sofrem a influência da alta de preços passada – ou seja, são reajustados porque subiram no período anterior, “carregando” a inflação para a frente.
	Funciona assim: a alta de alguns preços faz a inflação subir. Essa inflação, em seguida, é usada para calcular o reajuste dos produtos e serviços que têm preço indexado. Como consequência, esses preços sobem – e, ao subirem, geram uma ""nova inflação"", e isso vira um ciclo que se repete.
	Quem foi assalariado na década de 1980, período em que a indexação teve seu “auge” no Brasil, se lembra bem dela: os salários, que também eram indexados, eram corrigidos pela inflação do mês anterior, e subiam sempre. O poder de compra, no entanto, só caía, com os preços subindo – pelo menos – na mesma medida.
	Do aluguel às tarifas de ônibus, do salário mínimo à mensalidade escolar, o brasileiro ainda convive com a indexação em boa parte da economia. Do Índice de Preços ao Consumidor Amplo (IPCA), a chamada “inflação oficial”, itens que representam até um terço de seu peso podem ser influenciados pelo “carregamento” dos preços do passado.De onde vem?
	Patrícia Pereira, Gestora de Renda Fixa da Mongeral Aegon Investimentos, relaciona a hiperinflação de pouco mais de 20 anos atrás como o principal motivo para a indexação na economia brasileira. Herança daquela época, os preços são indexados para que empresas, governos e pessoas se protejam da inflação – e acabam gerando mais da mesma.
	Além da indexação à inflação, também há a indexação de preços com outros ativos, como o dólar. Considerando também a moeda norte-americana, a indexação teria um peso maior ainda na economia brasileira.
	Em termos gerais, há três “grupos” de preços, segundo explica o professor Alcides Leite, da Trevisan Escola de Negócios: os preços influenciados pela variação do dólar (produtos comercializáveis), os preços livres (dependem da oferta, da demanda e da concorrência) e os preços administrados (cujos reajustes dependem da inflação passada e da autorização do governo).
	""Podemos dizer que os preços livres respondem por algo em torno de 40% do peso [do IPCA], preços administrados em torno de 30% e comercializáveis (dólar) em torno de 30%. Desta forma vemos que a economia brasileira é ainda bastante indexada. Pelo menos 60% dos preços variam com o dólar e com a inflação passada"", avaliou Alcides Leite.A contribuição na inflação
	Segundo o Banco Central, a chamada ""inércia inflacionária"" – em boa parte causada pelos processos de indexação da economia brasileira – respondeu por 0,79 ponto percentual do IPCA de 5,91% registrado em 2013 (13,4% de todo o índice).
	Em seu relatório de inflação, divulgado no final de março, o BC avaliou que a elevada variação dos índices de preços ao consumidor, em doze meses, contribui para que a inflação ainda mostrasse resistência.Responsabilidade do governo
	De acordo com Claudio Shikida, coordenador do Nepom (Núcleo de Estudos de Política Monetária) do Ibmec, parte da indexação existente na economia brasileira é de responsabilidade do próprio governo. ""Podemos falar de uma responsabilidade direta do governo, no caso dos preços administrados (que representavam, segundo o BC, aproximadamente 23% do IPCA em março de 2013), mas também há a responsabilidade quando [o governo] promove intervenções no funcionamento dos mercados, causando aumentos de preços"", declarou.
	Ainda segundo Shikida, é o caso das tarifas de energia elétrica. ""Não é preciso ser economista para saber que ela será reajustada no futuro. (...) O aumento da demanda de energia elétrica mostrou-se incompatível com a oferta e, agora a inflação que virá pode até ser maior do que a que ocorreria se o governo não tivesse promovido a diminuição artificial (dos preços)"", afirmou ele.O que fazer para desindexar a economia?
	De acordo com Patrícia Pereira, da Mongeral Aegon Investimentos, o primeiro passo para desindexar a economia ""envolveria um comprometimento maior com a inflação, trazendo-a para o centro da meta, de 4,5%. Além disso, o empenho para uma redução gradual da meta de inflação passaria credibilidade ao projeto"".
	Em relação à indexação dos preços administrados, acrescentou a economista, os contratos de concessões de serviços públicos deveriam ser corrigidos de acordo com os custos e rentabilidade de cada setor, eliminando o ""automatismo"" da reposição dos índices de preços.
	""Merece destaque, ainda, a regra de indexação do salário mínimo, criada em 2011 e com vigência até 2015 [inflação mais variação do PIB]. A medida garante aumentos reais que acabam por indexar e pressionar ainda mais a inflação, mas o custo político de acabar com tal medida é considerável"", avaliou ela.
	Claudio Shikida, do Ibmec, avalia que ""não existe mágica"" para desindexar a economia. ""Você tem que diminuir a inflação para que as expectativas se ajustem. Então, deve-se estimular a competição para que os preços não ganhem inércia, o governo deve ser consistente em suas ações e discursos no que diz respeito à independência do Banco Central em buscar a meta da inflação com uma política fiscal que use métodos contábeis que não gerem dúvidas e deve-se evitar o uso de medidas populistas, por mais que a tentação seja grande (como no caso da redução de tarifas de energia elétrica)""."
true_27;Verdadeira;Verdadeira;37.67;62.33;Acerto;"
	Uma comitiva do governo brasileiro viajou na madrugada desta sexta-feira (16) à China para uma série de reuniões cujo objetivo principal será buscar investimentos para o programa de construção de novas ferrovias no país. A comitiva é chefiada pelo ministro dos Transportes, César Borges, e conta também o presidente do Banco Nacional de Desenvolvimento Econômico e Social (Bndes), Luciano Coutinho.
	Lançado em agosto de 2012, o Programa de Investimento em Logística (PIL), para ferrovias, até hoje não saiu do papel. Quando do anúncio, ele previa investimento de R$ 99,6 bilhões na construção de novos trilhos no país. No início de maio, o ministro dos Transportes disse que ainda não havia previsão de quando seria o primeiro leilão.
	O Tribunal de Contas da União (TCU) liberou até agora o leilão de um dos trechos do PIL: entre Lucas do Rio Verde (MT) e Campinorte (GO). Também no início de maio, Borges admitiu dificuldades para encontrar, no Brasil, os investidores interessados nesse projeto.
	Ele afirmou que aguardava resposta dos investidores, que analisam a viabilidade da construção da ferrovia dentro do orçamento considerado adequado pelo TCU, que é de cerca de R$ 4,6 bilhões – o ministério havia estimado o custo da obra em R$ 6,3 bilhões. De acordo com o ministro, esse projeto pode até passar por novas mudanças caso para aumentar a sua atratividade.
	“O setor privado está aprimorando seus estudos para saber se o Capex [previsão de investimento] aprovado pelo TCU é viável. Se o Capex não for atrativo, podemos mudar”, disse Borges.
	Na quinta (15), o presidente-executivo da Associação Nacional dos Transportadores Ferroviários (ANTF), Rodrigo Vilaça, disse que não crê que o governo faça, ainda em 2014, o leilão para construção do primeiro trecho de ferrovia dentro do Programa de Investimento em Logística (PIL).  No ano passado, o ministro dos Transportes, Cesar Borges, chegou a afirmar que a prioridade do governo para concessões em 2014 seriam as ferroviasPromoção de investimentos
	O anúncio da viagem à China foi feito pelo Ministério dos Transportes por meio de uma nota divulgada no final da tarde desta sexta, horas depois de a comitiva ter decolado. O retorno está marcado para a próxima quarta (21).  
	A nota informa que o objetivo da viagem é “estreitar as relações entre os dois países na promoção de investimentos bilaterais em infraestrutura.”
	Ainda de acordo com a nota, o ministro, junto com o presidente do Bndes, participará de reuniões com “autoridades chinesas” para tentar convencê-las a investir no plano de ferrovias brasileiro. A China, informa o ministério, demonstrou interesse no programa."
true_28;Verdadeira;Verdadeira;38.33;61.67;Acerto;"
	O presidente do Banco Central, Alexandre Tombini, afirmou nesta sexta-feira (16) que o regime de metas de inflação tem sido instrumento ""adequado"" para a condução da política monetária no Brasil por ser simples, transparente e de fácil aferição.
	Tombini também demonstrou ceticismo quanto ao uso dos balanços patrimoniais dos bancos centrais devido ao risco financeiro que esse instrumento traz.
	No encerramento do seminário de ""Metas de Inflação"", no Rio de Janeiro, Tombini usou o discurso para fazer uma defesa do regime de metas e dizer que mesmo com os choques de preços sofridos nos últimos anos, inflação manteve-se sob controle.
	""O regime de metas para a inflação é um compromisso claro com a estabilidade de preços, mas detém flexibilidade suficiente para absorver choques econômicos, minimizando desvios abruptos do produto em relação ao seu potencial"", afirmou.
	Os comentários do presidente do BC foram feitos em um contexto em que a inflação brasileira continua alta, flertando com o teto da meta de 6,5%, mesmo após a autoridade monetária ter iniciado o aperto nos juros em abril do ano passado, retirando a taxa Selic da mínima histórica de 7,25% ao ano e levando-a para o atual patamar de 11% ao ano.
	Em seu pronunciamento, Tombini disse que o conjunto de políticas monetária e financeira formado, além do regime de meta, por câmbio flutante, reservas internacionais, regulação e supervisão prudenciais é robusto.
	""O nosso arcabouço de políticas monetária e financeira é resiliente. Foi testado em diversas situações adversas e se mostrou sólido, eficiente e com flexibilidade suficiente para se adaptar a cada contexto. Por isso, temos tranquilidade para atravessar esse período de transição da economia mundial"", afirmou.
	Ele mencionou que a economia mundial continua em transição, mas lembrou haver sinais de recuperação mais sólida. Nesse contexto, questionou qual será a nova relação de equilíbrio entre crescimento, inflação e desemprego com a normalização das políticas monetárias nos países desenvolvidos.
	Tombinou indagou se instrumentos não convencionais de política monetária, como o uso dos balanços patrimoniais dos bancos centrais, continuarão a fazer parte das ferramentas das autoridades monetárias mundiais.
	""Em relação à utilização do balanço do banco central, eu, particularmente, sou um pouco mais cético, pois identifico alguns riscos. O principal deles, o risco financeiro que esse instrumento impõe ao balanço.""
	Desde o início da crise, por exemplo, o balanço patrimonial do Federal Reserve, banco central dos EUA, quadruplicou, para mais de US$ 4,2 trilhões, por meio de três diferentes programas de compras de ativos, chamados também de quantitative easing."
true_29;Verdadeira;Verdadeira;19.0;81.0;Acerto;"
	O nível de atividade da economia brasileira iniciou o ano de 2014 com pequena aceleração, segundo informações divulgadas nesta sexta-feira (16) pelo Banco Central.
	O Índice de Atividade Econômica do BC, o IBC-Br – um indicador criado para tentar antecipar o resultado do Produto Interno Bruno (PIB) – registrou aumento de 0,29% no primeiro trimestre deste ano, sobre os três últimos meses de 2013. Neste caso, a comparação foi feita pelo indicador dessazonalizado, ou seja, sem influência das variações por época do ano.
	Na comparação com o primeiro trimestre de 2013, ainda de acordo com informações do BC, sem ajuste sazonal (considerado mais apropriado, neste caso, por especialistas), o avanço do IBC-Br foi um pouco maior: de 1,56%.
	O resultado oficial do PIB do primeiro trimestre será conhecido somente no dia 30 de maio, quando será divulgado pelo Instituto Brasileiro de Geografia e Estatística (IBGE). O PIB corresponde à soma de todos os bens e serviços produzidos pelo país.Resultado de março
	Apesar da alta no primeiro trimestre deste ano, os números do IBC-Br indicam que a economia brasileira teria desacelerado em março, quando o indicador teve retração de 0,11% frente ao mês anterior. Em fevereiro, houve pequena expansão de 0,02% (dado revisado) na comparação com o mês anterior. Em janeiro, por sua vez, o indicador avançou 1,47% (dado revisado), impulsionando o resultado do primeiro trimestre de 2014.Recessão técnica
	Números revisados pelo Banco Central sobre o IBC-Br do ano passado indicam que a economia brasileira poderia ter entrado em recessão técnica no fim de 2013, fenômeno que se caracteriza por dois trimestres consecutivos de queda do PIB. Entretanto, os números que poderiam ""oficializar"" a recessão são os do IBGE e não do Banco Central.
	No quarto trimestre do ano passado, ainda de acordo com o banco, o IBC-Br registrou uma retração de 0,04%. Os números mostram ainda que, no terceiro trimestre do ano passado (entre julho e setembro de 2013), a economia brasileira também teria registrado contração – neste caso, de 0,24%.
	A inflação mais alta e o menor crescimento dos salários retiram poder de compra das pessoas e dificultam a retomada do crescimento econômico. Veja a análise da colunista Thais Herédia no vídeo acima.Resultados do IBC-Br x PIB
